,train_lr,train_min_lr,train_loss,train_weight_decay,test_loss,test_acc1,test_acc5,epoch,n_parameters
0,8.805031446540882e-05,8.805031446540882e-05,6.390965223312378,0.050000000000000024,5.349218010902405,26.305971259501444,91.60447835210545,0,4086046
1,0.0002893081761006289,0.0002893081761006289,4.935950547456741,0.050000000000000024,4.068433423837026,23.134329269181436,96.08208995078927,1,4086046
2,0.0004905660377358491,0.0004905660377358491,3.7834922298789024,0.050000000000000024,2.6757569909095764,23.134329269181436,91.79104580096345,2,4086046
3,0.0006918238993710692,0.0006918238993710692,2.793863248080015,0.050000000000000024,1.9150662223498027,31.902986782700268,91.79104580096345,3,4086046
4,0.0008930817610062893,0.0008930817610062893,2.580360870808363,0.050000000000000024,1.7963080803553264,23.880598836870337,91.79104580096345,4,4086046
5,0.00109433962264151,0.00109433962264151,2.6254843063652515,0.050000000000000024,1.7958781619866688,23.134329269181436,91.79104580096345,5,4086046
6,0.0012955974842767289,0.0012955974842767289,2.5945336893200874,0.050000000000000024,1.943069189786911,23.134329269181436,91.79104580096345,6,4086046
7,0.001496855345911951,0.001496855345911951,2.5904370062053204,0.050000000000000024,1.8459029694398243,23.880598836870337,91.79104580096345,7,4086046
8,0.0016981132075471706,0.0016981132075471706,2.5768416076898575,0.050000000000000024,1.8692932029565175,23.880598836870337,91.79104580096345,8,4086046
9,0.0018993710691823894,0.0018993710691823894,2.5661549605429173,0.050000000000000024,1.8657248417536418,23.880598836870337,91.79104580096345,9,4086046
10,0.00210062893081761,0.00210062893081761,2.565876141190529,0.050000000000000024,1.8400360147158306,27.79850808898015,91.79104580096345,10,4086046
11,0.00230188679245283,0.00230188679245283,2.5794139951467514,0.050000000000000024,1.8283124963442485,26.119403440560866,96.82835923379926,11,4086046
12,0.0025031446540880508,0.0025031446540880508,2.55599395185709,0.050000000000000024,1.7386056979497273,42.16418121110147,91.79104580096345,12,4086046
13,0.0027044025157232704,0.0027044025157232704,2.5341705456376076,0.050000000000000024,1.5975021024545033,33.20895644799987,92.91044878603807,13,4086046
14,0.0029056603773584904,0.0029056603773584904,2.4796015210449696,0.050000000000000024,1.4715761343638103,43.47014970921759,98.88059849525565,14,4086046
15,0.0031069182389937113,0.0031069182389937113,2.510581646114588,0.050000000000000024,1.6524040400981903,34.701493562157474,99.25373179876982,15,4086046
16,0.00330817610062893,0.00330817610062893,2.5059995129704475,0.050000000000000024,1.5112899442513783,44.02985239740628,98.88059729960428,16,4086046
17,0.0035094339622641505,0.0035094339622641505,2.4802559092640877,0.050000000000000024,1.482176308830579,41.23134433689402,99.25373259587074,17,4086046
18,0.0037106918238993727,0.0037106918238993727,2.455788344144821,0.050000000000000024,1.343026598294576,52.42537465736048,99.6268673797152,18,4086046
19,0.0039119496855345905,0.0039119496855345905,2.4637071304023266,0.050000000000000024,1.3173212607701619,54.8507488877026,98.50746439464056,19,4086046
20,0.003999944255757303,0.003999944255757303,2.4391935765743256,0.050000000000000024,1.4414695799350739,52.052240204455245,97.94776290210325,20,4086046
21,0.003999562023994389,0.003999562023994389,2.44421873241663,0.050000000000000024,1.3317652841409047,59.51492725201507,98.88059849525565,21,4086046
22,0.003998772155535627,0.003998772155535627,2.465697191655636,0.050000000000000024,1.3753592371940613,61.75373344279047,99.25373179876982,22,4086046
23,0.003997574811446243,0.003997574811446243,2.4449545107781887,0.050000000000000024,1.3035130351781845,61.94030032940765,100.00000079710092,23,4086046
24,0.003995970235881437,0.003995970235881437,2.459078263491392,0.050000000000000024,1.3788368503252666,60.44776256048857,100.00000079710092,24,4086046
25,0.003993958756036597,0.003993958756036597,2.4436179511249065,0.050000000000000024,1.2871539394060771,61.19403244132426,99.06716520394852,25,4086046
26,0.003991540782080591,0.003991540782080591,2.418277721852064,0.050000000000000024,1.275256708264351,57.46268804749446,99.25373259587074,26,4086046
27,0.003988716807072109,0.003988716807072109,2.4221665412187576,0.050000000000000024,1.3186798344055812,58.768658339087644,99.25373179876982,27,4086046
28,0.003985487406859143,0.003985487406859143,2.466960523277521,0.050000000000000024,1.6190502246220906,36.56716506160907,92.53731468542298,28,4086046
29,0.003981853239961545,0.003981853239961545,2.5567696914076805,0.050000000000000024,1.5387388666470845,44.029851667916596,94.40298655495715,29,4086046
30,0.003977815047436754,0.003977815047436754,2.5211962684988976,0.050000000000000024,1.5548628369967143,38.24626973849624,97.57462834600193,30,4086046
31,0.003973373652728687,0.003973373652728687,2.507023997604847,0.050000000000000024,1.4889798661073048,43.843285005484056,97.20149401764371,31,4086046
32,0.003968529961499818,0.003968529961499818,2.4892357997596264,0.050000000000000024,1.4613835116227467,47.761195374958554,98.69403110333343,32,4086046
33,0.003963284961446511,0.003963284961446511,2.4799565859138966,0.050000000000000024,1.3979628284772236,57.64925508356806,99.62686669648583,33,4086046
34,0.003957639722097605,0.003957639722097605,2.463743783533573,0.050000000000000024,1.3356972336769104,56.90298695350761,98.69403098946187,34,4086046
35,0.003951595394596332,0.003951595394596332,2.427162479609251,0.050000000000000024,1.2996141016483307,57.83582320497997,99.25373259587074,35,4086046
36,0.0039451532114655775,0.0039451532114655775,2.4409093409776688,0.050000000000000024,1.2421608567237854,62.87313745982611,99.6268673797152,36,4086046
37,0.003938314486356548,0.003938314486356548,2.416937954723835,0.050000000000000024,1.3127018709977467,57.27612184410665,99.81343408840806,37,4086046
38,0.003931080613780911,0.003931080613780911,2.4136287048459053,0.050000000000000024,1.1955886781215668,64.55224031476833,100.00000079710092,38,4086046
