,train_lr,train_min_lr,train_loss,train_weight_decay,test_loss,test_acc1,test_acc5,epoch,n_parameters
0,9.720176730486012e-05,9.720176730486012e-05,6.884063485790701,0.04999999999999988,6.6293233166570245,22.761194656144326,42.16418010085376,0,735465
1,0.00029749631811487484,0.00029749631811487484,5.38777168007458,0.04999999999999988,2.9983507550281026,35.82089637642476,88.80597026312529,1,735465
2,0.0004977908689248895,0.0004977908689248895,2.758699078770245,0.04999999999999988,1.8151584656342217,23.880597470411615,91.79104483305518,2,735465
3,0.0006980854197349045,0.0006980854197349045,2.566875743515351,0.04999999999999988,1.782098236291305,27.985075395498704,91.79104483305518,3,735465
4,0.0008983799705449186,0.0008983799705449186,2.5546109764014973,0.04999999999999988,1.7082682070524797,36.38059786896208,91.79104483305518,4,735465
5,0.0010986745213549336,0.0010986745213549336,2.533351323183845,0.04999999999999988,1.6487201141274495,37.12686641180693,92.53731354670738,5,735465
6,0.0012989690721649488,0.0012989690721649488,2.5231080177952263,0.04999999999999988,1.5749718417292056,45.89552392532576,91.79104483305518,6,735465
7,0.0014992636229749627,0.0014992636229749627,2.5216493413728824,0.04999999999999988,1.5829096203264983,45.52238935499049,98.50746302818185,7,735465
8,0.0016995581737849787,0.0016995581737849787,2.5218562957118538,0.04999999999999988,1.6500302864157634,35.63432915530988,94.58955314977845,8,735465
9,0.001899852724594992,0.001899852724594992,2.511824865551556,0.04999999999999988,1.5544017864310222,43.09701595021718,95.14925395908641,9,735465
10,0.0021001472754050067,0.0021001472754050067,2.490632423583199,0.04999999999999988,1.5224219586538232,45.14925521167356,95.89552250193127,10,735465
11,0.0023004418262150238,0.0023004418262150238,2.47594993780641,0.04999999999999988,1.5474944710731506,36.00746385375066,99.44029884907737,11,735465
12,0.0025007363770250357,0.0025007363770250357,2.4743212145917557,0.04999999999999988,1.4332300761471624,52.425374515021026,97.01492565781322,12,735465
13,0.002701030927835051,0.002701030927835051,2.47067570160417,0.04999999999999988,1.459954163302546,49.44029976004985,92.53731354670738,13,735465
14,0.0029013254786450665,0.0029013254786450665,2.4936568281229805,0.04999999999999988,1.4795268592627153,48.320897031186234,97.01492548700588,14,735465
15,0.0031016200294550814,0.0031016200294550814,2.4905045207809,0.04999999999999988,1.5107416225516277,46.08209063401863,98.69402996461783,15,735465
16,0.0033019145802650955,0.0033019145802650955,2.466240818009657,0.04999999999999988,1.5221286156903142,38.05970284476209,94.40298520273237,16,735465
17,0.00350220913107511,0.00350220913107511,2.4769765822326435,0.04999999999999988,1.5001912920371345,51.30597177192347,99.44029884907737,17,735465
18,0.0037025036818851267,0.0037025036818851267,2.483975606806138,0.04999999999999988,1.490498371746229,47.76119485541956,98.50746291431028,18,735465
19,0.003902798232695139,0.003902798232695139,2.459308824118446,0.04999999999999988,1.417625437612119,50.18656835983049,99.0671644068476,19,735465
20,0.0039999350137977,0.0039999350137977,2.4412048318806816,0.04999999999999988,1.3639756752097087,49.813434629297966,99.44029850746269,20,735465
21,0.003999533297014682,0.003999533297014682,2.461878396132413,0.04999999999999988,1.3991923513619795,55.41044966854266,97.01492582862056,21,735465
22,0.003998723949393655,0.003998723949393655,2.4431999501060035,0.04999999999999988,1.4589108358258787,42.91044907071697,99.0671644068476,22,735465
23,0.003997507135971914,0.003997507135971914,2.4256708657040313,0.04999999999999988,1.377388508423515,47.57462836023587,99.25373145715514,23,735465
24,0.003995883104874717,0.003995883104874717,2.446295538369347,0.04999999999999988,1.4412638907847197,51.305971800391355,99.44029850746269,24,735465
25,0.003993852187264731,0.003993852187264731,2.4321270707775566,0.04999999999999988,1.3792595967002537,49.44029954654067,99.81343294969246,25,735465
26,0.003991414797274431,0.003991414797274431,2.425585885258282,0.04999999999999988,1.3726344937863557,47.388061053717315,100.0,26,735465
27,0.00398857143192172,0.00398857143192172,2.4155673191827884,0.04999999999999988,1.3447074501410774,59.88806166577695,98.50746291431028,27,735465
28,0.003985322671008556,0.003985322671008556,2.4072667325244232,0.04999999999999988,1.2928656676541204,60.07462803285513,99.62686589938491,28,735465
29,0.003981669177002697,0.003981669177002697,2.418668031692505,0.04999999999999988,1.3304174490596936,55.22388214851493,99.25373145715514,29,735465
30,0.003977611694902658,0.003977611694902658,2.394089830272338,0.04999999999999988,1.3439898309500322,59.3283598458589,98.13432881369519,30,735465
31,0.003973151052085762,0.003973151052085762,2.400624180541319,0.04999999999999988,1.2742300836936287,53.358210407086275,99.25373145715514,31,735465
32,0.003968288158139453,0.003968288158139453,2.393793085042168,0.04999999999999988,1.3234639426936274,56.52985255397967,99.25373145715514,32,735465
33,0.00396302400467579,0.00396302400467579,2.4049218980705036,0.04999999999999988,1.3086572548617488,61.380599150017126,99.25373145715514,33,735465
34,0.003957359665129267,0.003957359665129267,2.395965369308696,0.04999999999999988,1.2528341749440068,57.8358221338756,99.25373145715514,34,735465
35,0.003951296294537905,0.003951296294537905,2.3881788814769074,0.04999999999999988,1.2576564343079277,55.410449697010556,98.32089586400274,35,735465
36,0.003944835129307746,0.003944835129307746,2.399030650363249,0.04999999999999988,1.2826011232707812,62.12686809141245,99.62686589938491,36,735465
37,0.003937977486960708,0.003937977486960708,2.3950946278431835,0.04999999999999988,1.2382177529127703,57.83582271746735,99.44029884907737,37,735465
38,0.003930724765865949,0.003930724765865949,2.403704508262522,0.04999999999999988,1.3399953064711199,49.81343457236219,99.44029850746269,38,735465
39,0.003923078444954701,0.003923078444954701,2.391577852122924,0.04999999999999988,1.2178082414295361,59.70149418845106,99.81343294969246,39,735465
