,train_lr,train_min_lr,train_loss,train_weight_decay,test_loss,test_acc1,test_acc5,epoch,n_parameters,test_loss_ema,test_acc1_ema,test_acc5_ema
0,8.805031446540882e-05,8.805031446540882e-05,5.355830278247595,0.050000000000000024,2.8184099396069846,16.417910675504313,91.79104580096345,0,89792336,6.921943108240764,0.0,0.0
1,0.0002893081761006289,0.0002893081761006289,3.2834635227918625,0.050000000000000024,1.8821013569831848,25.746269667326516,96.26865910772068,1,89792336,6.912803530693054,0.0,0.0
2,0.0004905660377358491,0.0004905660377358491,2.9557161182165146,0.050000000000000024,2.262868662675222,35.63432983853924,96.4552253609273,2,89792336,6.8990687529246015,0.1865671784130495,4.850746382528277
3,0.0006918238993710692,0.0006918238993710692,2.6465019062161446,0.050000000000000024,1.5203712681929271,42.164180257427155,97.94776204806655,3,89792336,6.885323007901509,11.940298735205808,30.223880938629605
4,0.0008930817610062893,0.0008930817610062893,2.5675202161073685,0.050000000000000024,1.5988453527291615,47.57462771259137,99.06716588717788,4,89792336,6.8720948696136475,15.298508544466388,32.46268725039354
5,0.00109433962264151,0.00109433962264151,2.5418259128928185,0.050000000000000024,1.5809635519981384,46.828359689285506,97.5746281182588,5,89792336,6.8589712381362915,11.940299418435169,44.402985302369984
6,0.0012955974842767289,0.0012955974842767289,2.513860959559679,0.050000000000000024,1.3532146314779918,55.037314685422984,93.47015096180475,6,89792336,6.845646222432454,11.940299418435169,44.402985302369984
7,0.001496855345911951,0.001496855345911951,2.5346149429678917,0.050000000000000024,1.4501953323682149,53.73134396681145,97.94776210500233,7,89792336,6.8330046733220415,11.940299418435169,44.402985302369984
8,0.0016981132075471706,0.0016981132075471706,2.5107966996729374,0.050000000000000024,1.4198874235153198,54.85074922931728,98.50746439464056,8,89792336,6.8212016026179,11.940299418435169,44.402985302369984
9,0.0018993710691823894,0.0018993710691823894,2.5094526186585426,0.050000000000000024,1.4132576485474904,57.83582226198111,93.09701583634562,9,89792336,6.81077794233958,11.940299418435169,44.402985302369984
10,0.00210062893081761,0.00210062893081761,2.4888977892696857,0.050000000000000024,1.210025856892268,62.500001295288996,99.25373259587074,10,89792336,6.801711678504944,11.940299418435169,44.402985302369984
11,0.00230188679245283,0.00230188679245283,2.4456478245556355,0.050000000000000024,1.3445749481519063,59.70149441619417,99.06716509007695,11,89792336,6.793157339096069,11.940299418435169,44.402985302369984
12,0.0025031446540880508,0.0025031446540880508,2.488169800490141,0.050000000000000024,1.240186333656311,60.634330692575936,99.25373179876982,12,89792336,6.785467068354289,11.940299418435169,44.402985302369984
13,0.0027044025157232704,0.0027044025157232704,2.5460417978465557,0.050000000000000024,1.8482013940811157,23.694030804420585,91.79104580096345,13,89792336,6.7778652509053545,11.940299418435169,44.402985302369984
14,0.0029056603773584904,0.0029056603773584904,2.7371606342494488,0.050000000000000024,172.1717907587687,16.23134362519677,76.86567340680023,14,89792336,6.768335858980815,11.940299418435169,44.402985302369984
15,0.0031069182389937113,0.0031069182389937113,2.6757388189435005,0.050000000000000024,1.8305642306804657,38.9925391353778,90.48507510370283,15,89792336,6.759026765823364,11.940299418435169,44.402985302369984
16,0.00330817610062893,0.00330817610062893,2.599678445607424,0.050000000000000024,2.067495673894882,47.574627548901006,94.96268781975134,16,89792336,6.750847538312276,11.940299418435169,44.402985302369984
17,0.0035094339622641505,0.0035094339622641505,2.5859773829579353,0.050000000000000024,1.477952818075816,59.32836025864331,97.57462715035054,17,89792336,6.743272542953491,11.940299418435169,44.402985302369984
18,0.0037106918238993727,0.0037106918238993727,2.5010137148201466,0.050000000000000024,3.6618263026078544,59.70149504248776,96.45522501931262,18,89792336,6.735882719357808,11.940299418435169,44.402985302369984
19,0.0039119496855345905,0.0039119496855345905,2.4961175955832005,0.050000000000000024,1.521637092034022,50.55970311876553,97.76119482695167,19,89792336,6.728080113728841,11.940299418435169,44.402985302369984
20,0.003999944255757303,0.003999944255757303,2.4800938591361046,0.050000000000000024,2.5858209679524102,51.86567330716261,95.52238954003178,20,89792336,6.719976186752319,11.940299418435169,44.402985302369984
21,0.003999562023994389,0.003999562023994389,2.472108867019415,0.050000000000000024,1.5201610724131267,47.947763357589494,97.76119539630947,21,89792336,6.711860418319702,11.940299418435169,44.402985302369984
22,0.003998772155535627,0.003998772155535627,2.461009107530117,0.050000000000000024,1.4869892100493114,53.171642815888816,90.6716423532856,22,89792336,6.704270601272583,11.940299418435169,44.402985302369984
23,0.003997574811446243,0.003997574811446243,2.5272051952779293,0.050000000000000024,1.457719773054123,52.79850974011777,94.02985100247967,23,89792336,6.695882280667623,11.940299418435169,44.402985302369984
24,0.003995970235881437,0.003995970235881437,2.5371582470834255,0.050000000000000024,1.5125023126602173,50.0000014233945,96.45522484850528,24,89792336,6.686562856038411,11.940299418435169,44.402985302369984
25,0.003993958756036597,0.003993958756036597,2.490095254033804,0.050000000000000024,1.5506327549616497,56.71641931960832,97.38806140956594,25,89792336,6.677228013674418,11.940299418435169,44.402985302369984
26,0.003991540782080591,0.003991540782080591,2.464077938348055,0.050000000000000024,2.105200653274854,53.91791306680708,98.32089620561742,26,89792336,6.667822480201721,11.940299418435169,55.9701499369607
27,0.003988716807072109,0.003988716807072109,2.443848542869091,0.050000000000000024,1.7362125217914581,58.022390223261134,95.52238919841709,27,89792336,6.658539255460103,11.940299418435169,55.9701499369607
28,0.003985487406859143,0.003985487406859143,2.4538354724645615,0.050000000000000024,1.8194196472565334,58.58209140621015,98.50746359753964,28,89792336,6.649540384610494,11.940299418435169,55.9701499369607
